zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
400021,Basic Materials,451,"Savita Oil Technologies Limited manufactures and sells petroleum products in India. It operates through two segments, Petroleum Products and Wind Power. The company offers transformer oils, white oils, liquid paraffins, lubricating oils, petrolatum and petroleum jellies, cable filling compounds, and optic fiber compounds. It also offers waxes and wax derivatives, such as microcrystalline, polyethylene, and oxidized polyethylene waxes, as well as wax emulsions. The company markets and sells its lubricating oils under the Savsol brand name. In addition, it generates and sells wind power. The company also exports its products. The company was formerly known as Savita Chemicals Limited and changed its name to Savita Oil Technologies Limited. Savita Oil Technologies Limited was incorporated in 1961 and is headquartered in Mumbai, India.",Mumbai,91 22 2288 3061,India,[],https://www.savita.com,1,"66/67, Nariman Bhavan",Specialty Chemicals,Nariman Point,0.14383,0.10497,0.2417,,0.434,0.13697,3851117056,782,buy,5539269000,,782,1206,-0.287,,,1,782,,,782,3235672064,0,26774876160,227.531,INR,1913.866,,2,NSI,SAVITA OIL TECHNOL,Savita Oil Technologies Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SOTL.NS,finmb_12704334,in_market,,0.523,,3.639,0.22349977,,60.72,,13820100,,,,851.533,,,,1617148800,0.076869994,2810599936,200.901,15,0.05508423,1.4162692,0.72452,1680220800,,1640908800,,,3805634,0.327119,14015606784,2,,1168992000,5:3,,1632096000,,-0.279,0.6239519,,,,19.86166,,,,0,,,1197.85,1208.2,1305.9547,0,0.0747,,1227.0,,14320,1197.85,1077.661,0,1208.2,,14320,,,15,1632096000,,,1196.3,INR,6.002957,8080,,,,16706235392,,,17557,1196.3,0.0,0,8080,1830.0,,,932.0,0,False,0.0124,0,1227.0,1206,,https://logo.clearbit.com/savita.com
680001,Financial Services,8314,"The South Indian Bank Limited provides banking products and services in India. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. Its personal banking products and services include savings accounts, term deposits, and unclaimed deposits/inoperative accounts; personal, car, home, gold, educational, property, and other loans, as well as one time settlement scheme for micro and small enterprises sector; and mutual funds. The company also offers insurance products, such as life insurance, health insurance, and various credit risk insurance, as well as general insurance products, such as fire, liability, marine, motor, and travel insurance products. In addition, it offers money transfer services; various cards; and value added services consisting of SIB rewards, education fee collection, 3-in-one trading KIT, green pin, SIB feebook, branch banking, FX-retail, NETC FASTag, sovereign gold bonds, credit and debit cards, ATM cum shopping card, mobile and Internet banking, demat, pension system, online trading, SIB collect, PAN service agency, cash management, travel card, tax payment, tax savings investments, direct debit, and safe deposit locker services, as well as distributes capital gain bonds and tax free bonds. Further, the company's NRI banking services comprise NRE and NRO rupee accounts, and foreign currency deposits, as well as personal, home, car, property, SIB decor, and education loans; and portfolio investment schemes. Additionally, its business banking services consist of normal and premium accounts, and trader smart current account; working capital, long term, non-fund based, supply chain, and international finance; mortgage and business loans; and merchant acquiring services. As of March 31, 2021, the company had a network of 935 branches and 1315 ATMs/CRMs. The South Indian Bank Limited was incorporated in 1929 and is headquartered in Thrissur, India.",Thrissur,91 48 7242 0020,India,[],https://www.southindianbank.com,1,S.I.B House,Banks—Regional,Mission Quarters T.B Road P.B. No: 28,0,-0.12605,0,,0.222,-0.16690001,,19.8,buy,20611338000,,34,8.45,,,,13,32.83,,,40,130298298368,43809599488,17489238016,62.047,INR,8.784,,1.7,NSI,SOUTH INDIA BANK,The South Indian Bank Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SOUTHBANK.NS,finmb_20406496,in_market,,-3.937,,,0.09090912,,4.52,,2092739968,,,,26.794,,,,1617148800,0.19304001,-2204494080,-1.11,0.25,0.05508423,0.3153691,0.0596,1680220800,,1640908800,,,1999557000,1.204172,-68848697344,2,,1285200000,10:1,,1562630400,,,1.0123192,,1.52,,1.869469,,,,0,,,8.45,8.5,9.39825,0,0,,8.55,,10666302,8.45,8.202,0,8.5,,10666302,,,,1562630400,,,8.4,INR,,3306138,,,,17704691712,,,7327793,8.4,0.0,0,3306138,13.95,,,7.45,0,False,,0,8.55,8.45,,https://logo.clearbit.com/southindianbank.com
122003,Energy,511,"South West Pinnacle Exploration Limited provides drilling, exploration, and allied services to coal, ferrous, nonferrous, and atomic and base metal mining; and water and unconventional energy industries in India. It offers coal and mineral exploration services, such as wireline core drilling, reverse circulation drilling, large diameter drilling, directional drilling; and coal bed methane exploration and production drilling services. The company also provides aquifer mapping services for hydro-geological companies; geological and geophysical, workover rig, and 2D/3D seismic exploration services; and integrated exploration services, including geophysical logging, surface geophysical, and topographic surveys, as well as geological field consultancy and allied services. It owns 35 operational rigs. South West Pinnacle Exploration Limited was incorporated in 2006 and is based in Gurugram, India.",Gurugram,91 12 4423 5400,India,[],https://www.southwestpinnacle.com,1,Siddhartha House,Oil & Gas Equipment & Services,4th Floor Plot No. 6 Sector-44,0.1847,0.074200004,0.64578,,0.094,0.11553001,217237744,,none,695709000,,,198,-0.009,,,,,50.841,,,70760000,496172000,1176157952,2.548,INR,42.1,,,NSI,SOUTH WEST PINNACL,South West Pinnacle Exploration Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SOUTHWEST.NS,finmb_532559145,in_market,,5.048,,27.332,3.2540193,,,,27902400,,,,35.088,,,,1617148800,0,87266000,3.12,0.5,0.05508423,5.642955,0,1680220800,,1640908800,,,4263570,0.674285,5937508864,2,,1554336000,2:1,,1632182400,,-0.011,4.697222,,,,,,,,0,,,197.35,200,138.2465,0,0.1603,,202.6,,12977,197.35,203.515,0,200,,12977,,,0.5,1632182400,,,197.5,INR,63.46154,7121,,,,5524675072,,,29963,197.5,0.0,,7121,249.0,,,33.85,0,False,0.0025,,202.6,198,,https://logo.clearbit.com/southwestpinnacle.com
641654,Consumer Cyclical,13006,"S.P. Apparels Limited engages in the manufacture and sale of knitted garments for infants and children in India. It also manufactures, distributes, and markets adult menswear, such as shirts, polo shirts, T-shirts, trousers, jeans, sweaters, jackets, vests, briefs, boxer shorts, and socks under the Crocodile brand; and women's essential garments under the Natalia brand. The company also exports its products. S.P. Apparels Limited was founded in 1988 and is based in Tirupur, India.",Tirupur,91 42 9671 4000,India,[],https://www.s-p-apparels.com,1,"39-A, Extension Street",Apparel Manufacturing,Kaikattipudur Avinashi,0.16311,0.087799996,0.57377,,0.195,0.12564999,1300470016,380,strong_buy,3733420000,,466,373.25,0.254,,,3,460,37.715,,534,385830016,2194560000,7972810240,15.017,INR,310.433,,1,NSI,S.P.APPARELS LTD,S.P. Apparels Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPAL.NS,finmb_30350453,in_market,,1.412,,8.659,1.5335157,,26.98,,25692600,,,,228.994,,,,1617148800,0.15022999,700000000,27.255,2.25,0.05508423,1.6299553,0.65979,1680220800,,1640908800,,,8730345,1.052818,11260698624,2,,,,,1630886400,,0.253,1.2086556,,0.57,,13.834322,,,,0,,,356.05,359,368.7705,0,0.082600005,,374.1,,120208,356.05,403.181,0,359,,120208,,,2.25,1630886400,,,359.0,INR,13.694736,141158,,,,9636381696,,,77988,359.0,0.0,0,141158,530.9,,,141.55,0,False,0.0063,0,374.1,373.25,,https://logo.clearbit.com/s-p-apparels.com
500032,Financial Services,8323,"Spandana Sphoorty Financial Limited engages in the microfinance business in India. The company provides income generation loans for low-income households; loans against the property; personal loans for business development, purchase of livestock, house construction/renovation, and other needs; gold loans for agriculture, business, and short-term liquidity needs; and interim loans, as well as business loans. It also offers loans for women to expand their existing income-generating activities, smoothening household cash flows, and acquiring productive assets. The company serves low-income customers in semi-urban and rural areas with approximately 982 branches. Spandana Sphoorty Financial Limited was founded in 1998 and is based in Hyderabad, India.",Hyderabad,91 40 4812 6666,India,[],https://www.spandanaindia.com,1,"Plot No 31 & 32, Ramky Selinium Towers",Credit Services,"Tower A, Ground floor Financial District Nanakramguda, Gachibowli",0,0.08758,1,,-0.377,0.12271,,720,strong_buy,10684090000,,840,420.1,,,,5,821,187.045,,875,16963369984,51721302016,10286399488,263.416,INR,159.785,,1.2,NSI,Spandana Sphoorty Fin Ltd,Spandana Sphoorty Financial Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPANDANA.NS,finmb_28828139,in_market,,6.017,,,-0.1953364,,,,69094496,,,,429.7,,,,1617148800,0.10665,900929984,13.95,,0.05508423,0.9776588,0.69179,1680220800,,1640908800,,,20996230,1.700481,61890695168,2,,,,,,,,2.8228512,,,,,,,,0,,,428.5,437,497.22775,0,0,,437.9,,858003,428.5,384.335,0,437,,858003,,,,,,,420.0,INR,30.114697,71027,,,,29036976128,,,585917,420.0,0.0,,71027,820.0,,,323.0,0,False,,,437.9,420.1,,https://logo.clearbit.com/spandanaindia.com
400093,Healthcare,410,"Sun Pharma Advanced Research Company Limited, a biopharmaceutical company, engages in the research and development of pharmaceutical products in India and internationally. It develops new chemical and biological entities, and reformulated products with a therapeutic focus on oncology, neurodegeneration, ophthalmology, and dermatology. The company offers Elepsia, a formulation of levetiracetam that is an anti-epileptic agent to treat epilepsy disorder; and Xelpros, a latanoprost ophthalmic emulsion for the treatment of open-angle glaucoma or ocular hypertension. In addition, it is developing SDN-037, a formulation of difluprednate for the treatment of inflammation and pain associated with ocular surgery that is in phase 3 clinical trial; PDP-716 to treat glaucoma, which is in phase 3 clinical trial; phenobarbital sodium for the treatment of neonatal seizures; Vodobatinib (SCO-088) for the treatment of resistant chronic myelogenous leukemia that has completed a part A of the Phase 1 study; Vodobatinib (SCC-138), which is in phase 2 clinical trial to treat Parkinson's disease; SCD-044 for the treatment of psoriasis and atopic dermatitis that is in phase 2 clinical trial; and SCO-120 for the treatment of hormone receptor-positive, human epidermal receptor 2 negative, and metastatic breast cancer, which is in phase 1 clinical trial. Sun Pharma Advanced Research Company Limited has a collaboration agreement with Bioprojet SCR to develop an S1P receptor 1 agonist for autoimmune disorders; and HitGen Ltd. to identify small molecule leads for targets of interest. The company was incorporated in 2006 and is based in Mumbai, India. Sun Pharma Advanced Research Company Limited is a subsidiary of Shanghvi Finance Private Limited",Mumbai,91 22 6645 5645,India,[],https://www.sparc.life,1,"17-B, Mahal Industrial Estate",Drug Manufacturers—Specialty & Generic,Off Mahakali Caves Road Andheri (East),-1.2179799,-1.3498399,0.84086996,,1.85,-1.29004,-1705984000,,none,2200981000,,,290,,,,,,3284.958,,,829900032,1550499968,1400670976,3.144,INR,5.348,,,NSI,SUN PHARMA ADV,Sun Pharma Advanced Research Company Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPARC.NS,finmb_29870145,in_market,,55.014,,-45.168,0.8117168,,,,271879008,,,,0.179,,,,1617148800,0.01919,-1890688000,-7.219,,0.05508423,1620.1117,0.76515996,1680220800,,1640908800,,,70060320,0.996893,77056196608,2,,,,,,,,56.290817,,,,,,,,0,,,284.9,286.35,282.40625,0,0,,295.5,,406348,284.9,290.467,0,286.35,,406348,,,,,,,283.4,INR,,710293,,,,78844911616,,,757508,283.4,0.0,0,710293,349.0,,,157.65,0,False,,0,295.5,290,,https://logo.clearbit.com/sparc.life
400053,Consumer Cyclical,2721,"Speciality Restaurants Limited owns and operates restaurant outlets and sweet shops in India. The company operates its restaurants under the Mainland China, Oh! Calcutta, Asia Kitchen by Mainland China, Sigree, Sigree Global Grill, Spicery by Sigree, Jungle Safari, Urban Deccan Pub, Hoppipola, Hay, Episode One, Gong Modern Asian, Sweet Bengal, Café Mezzuna, Flame & Grill, Haka, POH, Machaan, and Zoodles brand names; and confectionaries and cafes under the Sweet Bengal and Dariole brands, as well as bars under the Hay and Episode One brands. As of March 31, 2021, it operated 79 restaurants, including 16 franchise restaurants; and 38 confectionaries. The company was founded in 1992 and is based in Mumbai, India.",Mumbai,91 22 6268 6700,India,[],https://www.speciality.co.in,1,Morya Landmark I,Restaurants,"4th Floor B-25, Veera Industrial Estate Off. New Link Road, Andheri (West)",0.12962,0.05538,0.49523,,0.566,0.06996,319597504,82.5,hold,596370000,,82.5,157.05,,,,1,82.5,106.606,,82.5,755400000,1379800064,2465659904,16.052,INR,52.391,,3,NSI,SPECIALITY RESTAUR,Speciality Restaurants Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPECIALITY.NS,finmb_40310931,in_market,,3.267,,25.204,3.0748386,,,,46957700,,,,27.379,,,,1617148800,0.01497,136560000,2.901,1,0.05508423,5.7361484,0.69911003,1680220800,,1640908800,,,12984000,1.248113,8054988288,2,,,,,1439424000,,,2.9919095,,,,,,,,0,,,161.35,162.9,101.378,0,0,,164.75,,267247,161.35,148.048,0,162.9,,267247,,,,1439424000,,,156.5,INR,54.136505,216018,,,,7377031168,,,505058,156.5,0.0,0,216018,177.0,,,36.45,0,False,,0,164.75,157.05,,https://logo.clearbit.com/speciality.co.in
700 027,Consumer Cyclical,5097,"Spencer's Retail Limited, together with its subsidiaries, engages in developing, conducting, investing, and promoting organized retail business in India. It operates departmental and neighborhood stores under various formats, as well as hypermarkets. The company offers products in various categories, such as groceries, fresh products, general merchandise, personal care products, apparel and accessories, consumer durables, and other lifestyle products. It provides its products under the own brands, including Smart Choice, Tasty Wonders, Clean Home, and Maroon, as well as under the various private brands, such as 2Bme, Healthy Alternatives, Hands on, and Inscapes. In addition, the company engages in the online retail business. It operated 197 stores. The company was formerly known as RP-SG Retail Limited and changed its name to Spencer's Retail Limited in December 2018. Spencer's Retail Limited was founded in 1863 and is headquartered in Kolkata, India.",Kolkata,91 33 2487 1091,India,[],https://www.spencersretail.com,1,RPSG House,Department Stores,2/4 Judges Court Road,-0.022449998,-0.048299998,0.19235,,-0.071,-0.03987,-527716000,,none,4560066000,,,88.5,,,,,,809.344,,,697310976,10834168832,23502016512,7.737,INR,260.664,,,NSI,SPENCERS RETAIL,Spencer's Retail Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPENCERS.NS,finmb_431347476,in_market,,0.772,,-34.393,0.33083832,,,,90132000,,,,14.852,,,,1617148800,0.076079994,-1135230976,-12.591,,0.05508423,5.958793,0.61298,1680220800,,1640908800,,,35572396,-0.060141,18149593088,2,,,,,,,,0.33940417,,,,,,,,0,,,86.65,87.6,103.05775,0,0,,91.5,,325131,86.65,84.783,0,87.6,,325131,,,,,,,86.8,INR,,387615,,,,7976681984,,,313078,86.8,0.0,0,387615,144.3,,,65.7,0,False,,0,91.5,88.5,,https://logo.clearbit.com/spencersretail.com
110020,Consumer Cyclical,,"CLC Industries Limited, a textile company, manufactures and trades in synthetic and cotton yarns in India and internationally. It offers hosiery, weaving, carpet, and industrial yarns; sewing threads; and flat knitting products for use in home textiles and garments industry applications. The company was formerly known as Spentex Industries Limited and changed its name to CLC Industries Limited in July 2018. CLC Industries Limited was incorporated in 1991 and is based in New Delhi, India.",New Delhi,91 11 2638 7738,India,[],https://www.clcindia.com,1,"A-60, Okhla Industrial Area",Textile Manufacturing,Phase-II,-0.66355,-0.43962002,0.57613,,-0.83,-0.75291,-722965248,,none,911679167,,,3.05,,0.068,,,,,,,489064992,10091527168,1089541632,5.435,INR,12.128,0.053,,NSI,SPENTEX INDUSTRIES,CLC Industries Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPENTEX.NS,finmb_13408175,in_market,,9.065,,-13.662,2.8125,,,,89772000,,,,-99.772,,,,1553990400,0,-478979488,-5.332,,0.05508423,,0.13656999,1617148800,,1569801600,,,77688170,0.051486,9876889600,4,,1120608000,1:2,,,,,0.27354923,,,,,,,,0,,,2.95,3,2.03025,0,0,,3.05,,41319,2.95,2.616,0,3,,41319,,,,,,,3.0,INR,,10537,,,,298043264,,,25287,3.0,0.0,0,10537,4.5,,,0.7,0,False,,0,3.05,3.05,,https://logo.clearbit.com/clcindia.com
600032,Basic Materials,636,"Southern Petrochemical Industries Corporation Limited manufactures and sells fertilizers in India and internationally. The company operates through Agro inputs - Urea Operations and Others - Agri Business segments. It provides chemical fertilizers, such as urea, di-ammonium phosphate, ammonium phosphate sulphate, super phosphate, and ammonium chloride; secondary nutrients, water soluble fertilizers, organic and organic liquid fertilizers, micro nutrients, and bio pesticides and fertilizers; and industrial products, including gypsum, aluminum fluoride, and silica. The company also engages in the tissue culture businesses. In addition, it offers agricultural services, including soil management, training center, journal, agri clinic, and SMS services for farmers. Southern Petrochemical Industries Corporation Limited was incorporated in 1969 and is headquartered in Chennai, India.",Chennai,91 44 2235 0245,India,[],https://www.spic.in,1,SPIC House,Agricultural Inputs,88 Mount Road Guindy,0.09891,0.10572,0.42504,,0.154,0.07723,1936212224,,none,6819780000,,,74.25,10.406,,,,,16.52,,,1145417984,1035062976,19574642688,7.017,INR,91.47,,,NSI,SOUTHERN PETROCHEM,Southern Petrochemical Industries Corporation Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPIC.NS,finmb_876447,in_market,,0.613,,6.194,1.6155202,,,,203640000,,,,36.472,,,,1617148800,0.00046,2069426944,9.67,1,0.05508423,2.0358083,0,1680220800,,1640908800,,,45015108,1.035508,11993464832,2,,,,,995328000,,8.324,0.7724417,,,,,,,,0,,,73.65,74.5,55.454,0,0,,76.45,,2445985,73.65,61.804,0,74.5,,2445985,,,,995328000,,,73.8,INR,7.6783867,1210079,,,,15120270336,,,2069994,73.8,0.0,0,1210079,81.6,,,27.05,0,False,,0,76.45,74.25,,https://logo.clearbit.com/spic.in
122016,Industrials,10279,"SpiceJet Limited provides air transportation services. It operates through Air Transport, and Freighter and Logistics Services segments. The company offers passengers and cargo air transportation services under the SpiceJet brand name. It operates 98 fleets covering 250 routes, which include 212 domestic and 38 international destinations. SpiceJet Limited was incorporated in 1984 and is headquartered in Gurugram, India.",Gurugram,91 12 4391 3939,India,[],https://www.spicejet.com,1,"319, Udyog Vihar",Airlines,Phase-IV,-0.2649,-0.22899,0.00296,,0.338,-0.28959998,-17540032512,,none,4382610000,,,57.4,,,,,,,,,3541349888,98386952192,66212831232,5.921,INR,110.122,,,NSI,SPICEJET LTD,SpiceJet Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPICEJET.NS,finmb_13225855,in_market,,1.951,,-7.365,-0.06362152,,,,601796992,,,,-64.841,,,,1617148800,0.00421,-15161889792,-25.217,,0.05508423,,0.60744,1680220800,,1640908800,,,229375631,1.333333,129178034176,2,,,,,,,,0.52215296,,,,,,,,0,,,58.3,57.75,68.5055,0,0,,58.3,,3526304,58.3,59.348,0,57.75,,3526304,,,,,,,57.2,INR,,1430984,,,,34573225984,,,3821893,57.2,0.0,,1430984,87.3,,,53.25,0,False,,,58.3,57.4,,https://logo.clearbit.com/spicejet.com
121006,Consumer Cyclical,361,"SPL Industries Limited designs, manufactures, and sells cotton knitted garments and made ups in India. The company operates in two segments, Manufacturing Cotton Knitted Garments and Made Ups and Processing Charges, and Trading of Garments. It offers fabrics, such as single jersey, jacquard, interlocks, flat backs, auto stripes fleece, double jersey jacquard, and waffles and various textures; and a range of outer wear, such as T shirts, sweatshirts, polo shirts, etc. The company also engages in the trading of garments. In addition, it exports its products to the United States, the Middle Eastern, Asian, European, and international markets. The company was formerly known as Shivalik Prints Private Limited and changed its name to SPL Industries Limited in 1994. SPL Industries Limited was incorporated in 1991 and is based in Faridabad, India.",Faridabad,91 12 9224 0411,India,[],https://www.spllimited.com,1,Plot No. 21,Apparel Manufacturing,Sector - 6,0.12371001,0.113290004,0.22182,,1.09,0.10519,182866000,,none,300038000,,,70.9,1.314,,,,,3.119,,,614206016,46861000,1478158976,21.228,INR,50.96,,,NSI,SPL INDUSTRIES LTD,SPL Industries Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPLIL.NS,finmb_21975519,in_market,,1.013,,8.187,1.1555891,,,,29000000,,,,51.688,,,,1617148800,0,167454000,5.773,1,0.05508423,1.3716917,0.76348,1680220800,,1640908800,,,6253036,0.4079,1497036288,2,,,,,1189728000,,0.677,1.4007336,,,,,,,,0,,,69.35,70.35,51.65925,0,0,,74.4,,204289,69.35,57.867,0,70.35,,204289,,,,1189728000,,,69.15,INR,12.28131,378557,,,,2070506880,,,154620,69.15,0.0,0,378557,75.5,,,30.55,0,False,,0,74.4,70.9,,https://logo.clearbit.com/spllimited.com
700016,Industrials,325,"SPML Infra Limited operates as an infrastructure development company in India. The company undertakes urban water supply and distribution, and water treatment projects; constructs pumping stations for water supply, irrigation, wastewater, and storm water drainage; and designs and supplies bulk and distribution pipeline networks, as well as provides services in various areas, including construction of dams, canals, lift irrigation, micro irrigation, and tunneling. It also undertakes power generation, transmission, and distribution projects, including the construction of hydro, solar, wind, gas turbine, and thermal power plants, as well as sub-transmission/distribution lines and substations; and provides rural electrification, and integrated and smart energy management solutions. In addition, the company develops bridges, flyovers, industrial infrastructure, tunnels, special economic zones, industrial/business/technology parks, airports, bus terminals, automated car parking facilities, and toll express roads/highways. Further, it provides integrated end-to-end waste management solutions, such as collection, segregation, transportation, treatment, reusability, processing, and scientific disposal of waste water and solid waste, as well as sewer rehabilitation solutions. Additionally, SPML Infra Limited develops an integrated management information system, a software solution for metering, billing, CRM, network analysis, demand forecasting and management, asset and inventory management, business intelligence, and operation and maintenance of the entire network. The company was formerly known as Subhash Projects and Marketing Limited and changed its name to SPML Infra Limited in April 2010. SPML Infra Limited was incorporated in 1981 and is headquartered in Kolkata, India.",Kolkata,91 33 4009 1200,India,[],https://www.spml.co.in,1,"22, Camac Street",Engineering & Construction,3rd Floor Block-A,-0.04782,-0.04112,0.11134,,-0.107,-0.04711,-440665984,105,buy,1288101000,,105,73.05,,,,1,105,661.406,,105,462520992,18793932800,9214552064,12.751,INR,251.209,,2,NSI,SPML INFRA LTD,SPML Infra Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPMLINFRA.NS,finmb_12421687,in_market,,2.285,,-47.775,6.4923077,,,,42680200,,,,75.547,,,,1617148800,0,-192966000,-10.33,0.5,0.05508423,0.9669478,0.64755,1680220800,,1640908800,,,15608415,0.738126,21052786688,2,,,,,1316995200,,,0.3383549,,,,,,,,0,,,69.6,73.05,27.55875,0,0,,73.05,,236579,69.6,56.344,0,73.05,,236579,,,,1316995200,,,73.05,INR,,220329,,,,3117788672,,,146510,73.05,0.0,0,220329,73.35,,,8.05,0,False,,0,73.05,73.05,,https://logo.clearbit.com/spml.co.in
382721,Consumer Cyclical,1956,"Sintex Plastics Technology Limited, together with its subsidiaries, manufactures and sells plastic products in India, the United States, and Europe. The company operates through two segments, Custom Moulding Business; and Infra, Prefab & Other Business. It offers water storage, interior, electrical and SMC, environmental and green, and industrial plastic products; prefabs for various applications; and automobile parts, such as trims and pillars, exterior trims, radiator grills, instrument panel, integrated design and engineering, small precision parts, under the hood and assembly parts, two-wheeler parts, and other products. The company is also involved in the trading of custom moulded plastics products. The company was formerly known as NEEV Educare Limited. The company was founded in 1931 and is headquartered in Kalol, India.",Kalol,91 27 6425 3500,India,[],https://www.sintexplastics.com,1,Near Seven Garnala,Auto Parts,,0.10667,-0.26286,0.43982,,-0.111,-0.03363,1011849984,,none,3794300000,,,8.15,,,,,,327.597,,,1928700032,15405899776,9485599744,2.93,INR,14.726,,,NSI,SINTEX PLASTICS TE,Sintex Plastics Technology Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SPTL.NS,finmb_403326009,in_market,,1.994,,18.69,1.6721311,,,,636150976,,,,7.404,,,,1617148800,0.00059999997,-2493400064,-3.871,,0.05508423,1.1007563,0.15265,1680220800,,1640908800,,,577284691,1.349246,18911281152,2,,,,,,,,0.55395615,,,,,,,,0,,,7.8,8.15,7.7485,0,0,,8.15,,2471720,7.8,7.547,0,8.15,,2471720,,,,,,,7.9,INR,,1658382,,,,5254606336,,,4461531,7.9,0.0,0,1658382,15.3,,,2.95,0,False,,0,8.15,8.15,,https://logo.clearbit.com/sintexplastics.com
700016,Consumer Cyclical,47,"Sreeleathers Limited engages in the wholesale and retail of footwear, and leather goods and accessories in India. It offers formal, canvas, and casual, as well as school shoes; chappals; sandals; and accessories, such as belts, wallets, bags, socks, and jewelry and watch boxes for men, women, and kids, as well as disposable PPE kits and masks. Sreeleathers Limited sells its products through online. The company was formerly known as CAT Financial Services Ltd and changed its name to Sreeleathers Limited in October 2010. Sreeleathers Limited was incorporated in 1991 and is based in Kolkata, India.",Kolkata,91 33 2286 1571,India,[],https://sreeleathers.com,1,"6, Tottee Lane",Footwear & Accessories,,0.20326,0.1451,0.27984,,0.264,0.19594,244627408,,none,233068945,,,182,0.251,,,,,0.91,,,120609000,29513000,1203540864,5.208,INR,54.056,,,NSI,SREELEATHERS LTD,Sreeleathers Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SREEL.NS,finmb_224930633,in_market,,3.433,,16.89,0.3228147,,7.78,,23155000,,,,139.968,,,,1617148800,0.048070002,174636992,7.844,0.25,0.05508423,1.3002971,0.79403996,1680220800,,1640908800,,,9396769,0.656901,4131637504,2,,,,,1410998400,,0.186,3.5015097,,,,23.393316,,,,0,,,184.8,186.9,177.7415,0,0,,186.9,,34168,184.8,177.836,0,186.9,,34168,,,,1410998400,,,182.0,INR,23.202448,37413,,,,4214210048,,,26006,182.0,0.0,0,37413,238.0,,,135.25,0,False,,0,186.9,182,,https://logo.clearbit.com/sreeleathers.com
